OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
16755,MAGAA,7,,,,2,141.5,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
16756,PICCO,8,,,,3,162.75,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
16757,ANTON,4,,,,3,371.0,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
16758,ANATR,8,,,,2,264.5,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
16759,LAMAI,9,,,,2,506.5,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
16760,FURIB,4,,,,2,94.5,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
16761,SEVES,7,,,,1,91.75,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
16762,TOMSP,3,,,,2,397.5,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
16763,ERNSH,3,,,,3,357.5,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
16764,VAFFE,3,,,,3,392.5,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
16765,AROUT,2,,,,1,270.0,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
16766,FRANR,1,,,,2,264.5,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
16767,QUEEN,4,,,,2,432.0,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
16768,HUNGC,2,,,,2,457.75,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
16769,NORTS,6,,,,2,144.75,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
16770,CONSH,7,,,,3,304.25,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
16771,VAFFE,4,,,,2,142.5,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
16772,MAISD,6,,,,2,315.0,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
16773,QUEDE,8,,,,3,343.5,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
16774,LONEP,4,,,,2,409.25,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
16775,GROSR,4,,,,2,471.25,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
16776,DRACD,9,,,,2,266.75,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
16777,BLONP,4,,,,3,37.5,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
16778,SAVEA,4,,,,2,44.5,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
16779,FOLKO,3,,,,2,223.25,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
16780,ANTON,4,,,,1,111.5,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
16781,NORTS,8,,,,2,285.0,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
16782,TOMSP,7,,,,3,376.0,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
16783,CHOPS,4,,,,2,122.0,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
16784,NORTS,6,,,,3,317.25,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
16785,MEREP,3,,,,1,329.75,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
16786,QUEDE,9,,,,2,16.5,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
16787,EASTC,4,,,,2,165.0,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
16788,SPECD,4,,,,3,354.75,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
16789,CENTC,7,,,,3,309.0,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
16790,CHOPS,6,,,,3,395.5,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
16791,GODOS,5,,,,2,250.5,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
16792,TORTU,1,,,,2,301.75,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
16793,PRINI,4,,,,2,133.0,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
16794,LINOD,7,,,,3,440.0,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
16795,LAZYK,9,,,,3,112.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
16796,VALON,4,,,,3,219.0,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
16797,GOURL,3,,,,3,109.0,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
16798,FURIB,1,,,,1,474.5,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
16799,GOURL,4,,,,2,420.25,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
16800,OLDWO,8,,,,2,182.25,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
16801,LEHMS,9,,,,2,151.0,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
16802,HUNGC,7,,,,2,32.0,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
16803,CONSH,4,,,,3,503.5,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
16804,MORGK,1,,,,3,291.5,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
16805,VICTE,7,,,,1,417.25,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
16806,ERNSH,6,,,,3,115.25,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
16807,TRAIH,4,,,,1,313.75,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
16808,BOLID,4,,,,1,412.5,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
16809,LETSS,1,,,,2,276.0,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
16810,HUNGC,8,,,,2,355.75,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
16811,PRINI,3,,,,1,108.0,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
16812,GROSR,4,,,,2,69.0,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
16813,RANCH,9,,,,2,202.5,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
16814,VICTE,5,,,,3,16.0,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
16815,HUNGC,6,,,,2,156.75,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
16816,EASTC,9,,,,2,270.5,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
16817,FISSA,8,,,,1,419.75,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
16818,RICSU,2,,,,2,410.25,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
16819,SIMOB,9,,,,2,317.5,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
16820,LAMAI,5,,,,2,44.0,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
16821,SIMOB,1,,,,1,241.75,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
16822,SEVES,1,,,,1,428.5,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
16823,RICAR,5,,,,2,225.25,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
16824,OLDWO,6,,,,1,231.5,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
16825,FRANK,4,,,,3,143.25,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
16826,LEHMS,7,,,,2,345.5,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
16827,BSBEV,5,,,,2,363.5,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
16828,WILMK,3,,,,3,494.75,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
16829,THECR,5,,,,1,295.0,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
16830,RANCH,7,,,,1,321.75,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
16831,GALED,5,,,,2,254.75,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
16832,FRANS,2,,,,2,116.5,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
16833,SPECD,8,,,,3,320.75,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
16834,WHITC,9,,,,1,357.75,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
16835,SIMOB,3,,,,3,183.5,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
16836,WARTH,8,,,,2,377.75,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
16837,COMMI,6,,,,2,311.5,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
16838,COMMI,8,,,,2,475.25,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
16839,Val2 ,4,,,,1,116.75,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
16840,CHOPS,1,,,,2,66.25,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
16841,DRACD,7,,,,3,262.25,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
16842,MAISD,8,,,,3,254.0,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
16843,SPECD,1,,,,2,254.25,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
16844,SIMOB,1,,,,1,406.75,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
16845,BOTTM,4,,,,1,235.0,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
16846,KOENE,2,,,,2,306.0,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
16847,FURIB,5,,,,1,325.75,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
16848,ROMEY,1,,,,3,306.75,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
16849,DRACD,6,,,,1,43.25,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
16850,BSBEV,4,,,,2,450.5,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
16851,FRANR,5,,,,3,43.75,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
16852,VAFFE,1,,,,2,15.5,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
16853,THECR,8,,,,2,189.25,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
16854,SIMOB,5,,,,1,133.5,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
16855,THEBI,2,,,,1,348.75,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
16856,HANAR,9,,,,2,271.25,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
16857,RICSU,4,,,,2,384.0,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
16858,VINET,2,,,,1,97.75,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
16859,WELLI,4,,,,1,199.75,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
16860,ROMEY,7,,,,1,190.0,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
16861,ANATR,7,,,,3,109.5,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
16862,WANDK,3,,,,3,195.5,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
16863,THECR,1,,,,3,271.5,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
16864,GALED,2,,,,3,412.25,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
16865,SEVES,8,,,,2,151.0,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
16866,BERGS,7,,,,3,463.0,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
16867,COMMI,7,,,,1,383.75,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
16868,SPLIR,9,,,,3,189.75,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
16869,BLONP,8,,,,3,246.25,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
16870,LONEP,3,,,,2,232.25,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
16871,VAFFE,1,,,,2,482.25,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
16872,VINET,8,,,,2,23.0,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
16873,PRINI,1,,,,2,292.25,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
16874,DUMON,1,,,,2,66.0,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
16875,ERNSH,2,,,,2,106.0,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
16876,SAVEA,3,,,,1,11.75,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
16877,EASTC,7,,,,1,29.0,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
16878,LACOR,2,,,,1,158.0,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
16879,KOENE,5,,,,1,33.0,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
16880,KOENE,3,,,,2,30.75,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
16881,SAVEA,2,,,,3,186.0,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
16882,LONEP,7,,,,1,418.0,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
16883,LAUGB,6,,,,3,480.25,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
16884,WOLZA,5,,,,3,89.75,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
16885,SAVEA,4,,,,2,193.25,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
16886,WILMK,1,,,,1,24.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
16887,GALED,4,,,,3,305.25,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
16888,BOTTM,2,,,,1,181.25,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
16889,HUNGO,7,,,,2,175.25,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
16890,LONEP,8,,,,1,333.0,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
16891,FURIB,2,,,,3,476.75,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
16892,LINOD,3,,,,1,334.25,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
16893,BLONP,8,,,,1,364.75,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
16894,Val2 ,4,,,,1,448.0,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
16895,LAMAI,4,,,,1,202.25,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
16896,HUNGO,7,,,,1,114.25,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
16897,FRANK,5,,,,2,183.0,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
16898,ISLAT,7,,,,1,55.75,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
16899,WOLZA,6,,,,2,470.5,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
16900,LEHMS,3,,,,2,308.75,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
16901,TORTU,2,,,,2,63.5,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
16902,FRANS,5,,,,2,317.75,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
16903,WELLI,8,,,,3,272.5,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
16904,FOLIG,7,,,,2,76.5,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
16905,FURIB,7,,,,2,42.75,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
16906,TRAIH,3,,,,2,39.25,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
16907,HILAA,1,,,,3,444.0,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
16908,RANCH,4,,,,2,395.0,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
16909,PRINI,2,,,,3,325.5,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
16910,LAMAI,3,,,,2,443.25,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
16911,RATTC,5,,,,1,451.0,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
16912,ERNSH,5,,,,2,151.5,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
16913,WANDK,7,,,,3,54.5,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
16914,MAISD,8,,,,2,440.75,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
16915,PRINI,1,,,,1,85.75,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
16916,FOLIG,1,,,,2,297.25,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
16917,FOLKO,1,,,,2,397.25,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
16918,GALED,6,,,,3,401.75,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
16919,RATTC,1,,,,3,331.75,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
16920,CONSH,1,,,,2,400.25,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
16921,PRINI,4,,,,3,416.75,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
16922,CACTU,7,,,,1,483.0,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
16923,FRANK,8,,,,3,438.25,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
16924,TOMSP,3,,,,2,505.25,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
16925,LAZYK,7,,,,3,126.75,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
16926,ANATR,5,,,,3,197.25,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
16927,DRACD,9,,,,2,425.25,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
16928,MORGK,3,,,,3,207.0,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
16929,OTTIK,8,,,,1,182.5,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
16930,SAVEA,9,,,,3,255.25,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
16931,BOTTM,1,,,,2,251.75,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
16932,BONAP,6,,,,1,306.5,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
16933,QUEEN,7,,,,1,479.75,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
16934,WARTH,3,,,,2,350.75,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
16935,NORTS,8,,,,1,369.25,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
16936,COMMI,7,,,,1,365.75,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
16937,QUICK,3,,,,1,233.0,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
16938,VINET,4,,,,3,283.5,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
16939,CENTC,1,,,,2,483.25,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
16940,SIMOB,9,,,,2,81.0,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
16941,SANTG,6,,,,2,419.0,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
16942,ALFKI,9,,,,2,376.0,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
16943,HUNGO,8,,,,1,225.0,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
16944,CHOPS,1,,,,2,384.25,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
16945,RICAR,6,,,,1,310.75,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
16946,VINET,1,,,,2,332.75,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
16947,RANCH,7,,,,1,133.0,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
16948,OLDWO,2,,,,2,321.25,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
16949,SEVES,3,,,,3,100.25,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
16950,FOLIG,2,,,,2,468.0,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
16951,SEVES,1,,,,1,445.0,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
16952,BONAP,5,,,,1,444.5,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
16953,LEHMS,8,,,,3,290.25,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
16954,PERIC,2,,,,2,468.25,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
16955,LAZYK,1,,,,3,72.0,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
16956,BLONP,4,,,,1,464.25,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
16957,HUNGC,4,,,,2,355.75,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
16958,FOLKO,2,,,,3,234.0,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
16959,GROSR,1,,,,3,390.75,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
16960,COMMI,3,,,,2,153.0,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
16961,MEREP,4,,,,2,53.5,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
16962,THECR,3,,,,3,193.5,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
16963,BOLID,6,,,,1,186.0,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
16964,CENTC,8,,,,3,490.0,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
16965,PARIS,3,,,,3,468.25,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
16966,BOLID,3,,,,1,256.25,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
16967,CENTC,9,,,,3,171.75,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
16968,RATTC,3,,,,3,197.75,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
16969,OLDWO,5,,,,2,492.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
16970,FRANS,3,,,,2,402.5,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
16971,DUMON,1,,,,2,205.5,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
16972,GOURL,1,,,,3,387.75,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
16973,BSBEV,1,,,,3,164.75,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
16974,FISSA,9,,,,1,456.0,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
16975,FAMIA,9,,,,3,386.75,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
16976,ISLAT,8,,,,2,155.0,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
16977,LILAS,5,,,,2,450.0,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
16978,FRANR,4,,,,3,472.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
16979,COMMI,4,,,,2,245.5,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
16980,GREAL,7,,,,2,354.5,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
16981,ALFKI,3,,,,2,341.5,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
