OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
17438,ANTON,5,02-03-2016 20:53,01-04-2016 14:14,10-03-2016 05:33,3,220.5,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
17439,HILAA,7,25-07-2015 01:22,05-08-2015 13:29,25-07-2015 17:52,1,31.75,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
17440,GREAL,2,09-01-2023 00:38,26-01-2023 17:34,09-01-2023 19:35,3,429.5,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
17441,WHITC,2,06-05-2016 02:41,16-05-2016 22:11,23-05-2016 05:23,3,464.5,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
17442,FRANR,8,30-12-2022 15:34,09-01-2023 03:09,10-01-2023 15:01,1,104.75,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
17443,LETSS,6,22-04-2023 09:52,03-05-2023 21:13,23-04-2023 00:59,1,364.25,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
17444,ROMEY,4,02-04-2020 15:38,07-04-2020 21:41,03-04-2020 19:51,3,407.75,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
17445,OTTIK,9,23-01-2019 21:00,28-01-2019 19:57,06-02-2019 00:57,2,50.75,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
17446,HUNGC,9,17-02-2022 18:00,05-04-2022 09:14,01-03-2022 04:16,3,85.25,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
17447,GOURL,4,05-04-2020 07:21,17-04-2020 01:47,05-04-2020 22:05,3,373.5,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
17448,BSBEV,9,05-08-2020 06:57,23-08-2020 01:59,21-08-2020 19:26,3,400,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
17449,COMMI,1,09-09-2014 23:35,10-10-2014 09:04,28-09-2014 17:31,2,379.5,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
17450,GOURL,3,06-05-2023 22:14,10-05-2023 10:51,09-05-2023 01:46,3,246,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
17451,VALON,6,22-08-2022 03:19,27-08-2022 19:26,22-08-2022 23:56,1,323,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
17452,MAGAA,5,30-08-2022 11:40,14-10-2022 09:15,30-08-2022 23:03,1,53.25,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
17453,RATTC,4,19-06-2017 05:55,29-06-2017 14:23,22-06-2017 02:25,3,412,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
17454,HUNGC,1,01-12-2018 02:56,07-12-2018 06:00,01-12-2018 18:54,1,266.5,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
17455,BOLID,7,22-08-2015 08:37,24-09-2015 20:57,28-08-2015 00:13,3,550.5,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
17456,REGGC,4,08-09-2018 14:17,18-09-2018 04:11,15-09-2018 01:25,3,180.5,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
17457,WARTH,6,05-05-2016 23:43,08-05-2016 21:02,17-05-2016 15:21,2,283,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
17458,ISLAT,1,09-12-2016 06:50,12-12-2016 18:16,15-12-2016 00:43,3,451.25,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
17459,Val2 ,6,16-02-2023 09:58,23-03-2023 16:42,06-03-2023 19:50,2,345.5,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
17460,ISLAT,2,09-06-2021 13:45,15-06-2021 15:27,10-06-2021 13:52,3,278,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
17461,FOLKO,8,05-06-2016 23:43,29-06-2016 19:42,10-06-2016 03:43,1,433.25,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
17462,ROMEY,8,01-09-2022 09:50,13-10-2022 12:59,04-09-2022 12:06,1,118.5,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
17463,Val2 ,1,26-08-2013 10:59,01-09-2013 08:22,07-09-2013 05:57,1,454.75,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
17464,QUEEN,8,21-12-2014 02:38,20-01-2015 06:14,25-12-2014 08:04,2,334,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
17465,EASTC,7,15-04-2015 18:50,05-05-2015 03:06,18-04-2015 01:55,1,353,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
17466,FURIB,7,16-01-2018 10:55,12-02-2018 00:36,19-01-2018 07:25,2,213.75,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
17467,TRAIH,5,24-11-2015 11:08,07-12-2015 03:13,30-11-2015 00:25,2,287.5,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
17468,ISLAT,8,09-02-2018 12:20,25-02-2018 12:54,15-02-2018 13:56,1,473.75,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
17469,FAMIA,3,17-01-2022 13:13,23-02-2022 01:49,19-01-2022 15:02,1,388.25,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
17470,MORGK,7,02-10-2018 19:59,30-10-2018 20:50,04-10-2018 11:44,2,470.5,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
17471,GROSR,6,15-11-2021 14:33,17-11-2021 04:31,17-11-2021 06:00,2,374.5,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
17472,VAFFE,9,19-05-2017 00:39,05-06-2017 11:17,19-05-2017 03:48,2,82.75,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
17473,CENTC,4,14-05-2023 13:08,21-05-2023 02:41,01-06-2023 23:01,1,484.5,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
17474,PERIC,9,06-05-2021 10:22,06-06-2021 04:00,15-05-2021 08:41,3,478.75,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
17475,VINET,9,25-11-2017 17:12,03-12-2017 12:17,05-12-2017 13:20,2,237,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
17476,FAMIA,8,14-12-2015 05:02,26-12-2015 04:38,16-12-2015 02:11,1,149,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
17477,NORTS,6,16-10-2013 21:52,01-11-2013 11:07,25-10-2013 21:41,2,443.25,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
17478,LACOR,1,13-11-2015 19:22,25-11-2015 19:57,09-12-2015 08:30,2,111.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
17479,WOLZA,4,22-08-2023 09:22,05-10-2023 04:20,25-08-2023 18:56,1,131.25,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
17480,EASTC,5,11-09-2015 21:49,15-09-2015 10:12,26-09-2015 14:24,3,406.5,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
17481,FRANS,2,23-04-2013 11:46,06-05-2013 14:11,26-04-2013 12:07,3,248.5,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
17482,BOLID,6,30-11-2013 21:06,01-12-2013 00:00,09-12-2013 12:32,2,449,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
17483,WILMK,3,28-11-2020 22:33,11-12-2020 04:15,12-12-2020 22:40,2,346.75,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
17484,WANDK,5,28-11-2021 20:17,18-01-2022 12:24,01-12-2021 08:36,1,148.25,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
17485,FISSA,9,08-03-2016 17:12,02-04-2016 12:19,15-03-2016 09:00,3,36.5,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
17486,RICSU,5,18-11-2022 09:42,12-12-2022 22:00,22-11-2022 10:07,1,412.5,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
17487,GREAL,5,17-10-2021 19:25,20-10-2021 06:18,14-11-2021 01:37,1,26.5,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
17488,BLONP,6,22-03-2019 06:57,12-04-2019 11:32,31-03-2019 01:35,1,357.75,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
17489,PARIS,3,08-04-2016 23:28,27-04-2016 05:24,12-04-2016 09:26,1,304.75,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
17490,ISLAT,5,28-11-2021 06:01,10-12-2021 18:34,29-11-2021 14:45,3,67,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
17491,RICSU,5,02-05-2020 08:41,08-05-2020 19:41,29-05-2020 15:27,1,396.25,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
17492,REGGC,7,07-09-2022 05:31,27-09-2022 22:37,09-09-2022 08:09,3,255,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
17493,LETSS,2,01-07-2017 17:40,28-07-2017 15:56,14-07-2017 15:48,1,382.75,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
17494,QUEEN,1,11-09-2012 12:35,24-10-2012 10:41,12-09-2012 23:20,3,261.75,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
17495,LINOD,2,26-02-2015 20:43,28-02-2015 13:52,27-02-2015 20:48,2,292,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
17496,HILAA,1,04-12-2012 01:08,25-12-2012 04:59,13-12-2012 14:06,3,71.5,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
17497,SIMOB,7,23-12-2020 12:00,05-01-2021 09:53,05-01-2021 18:45,1,273.75,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
17498,PERIC,7,05-06-2023 19:05,20-07-2023 20:15,18-06-2023 09:31,2,38.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
17499,CHOPS,3,13-06-2021 08:06,20-06-2021 20:03,19-06-2021 04:51,3,258,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
17500,LINOD,1,18-07-2023 03:36,08-09-2023 15:52,13-08-2023 11:26,3,138.75,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
17501,WHITC,5,04-11-2012 05:59,25-11-2012 19:03,06-11-2012 12:52,3,278,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
17502,LONEP,1,31-12-2016 02:57,19-01-2017 11:39,05-01-2017 07:50,2,461.75,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
17503,COMMI,3,10-11-2020 14:18,21-12-2020 22:58,21-11-2020 05:37,2,191,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
17504,MAGAA,2,05-06-2017 03:39,25-06-2017 07:35,05-06-2017 21:56,2,339.75,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
17505,THEBI,9,05-09-2016 03:13,08-10-2016 11:17,28-09-2016 21:38,2,79,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
17506,HUNGO,6,09-01-2020 18:59,20-01-2020 22:02,11-01-2020 17:39,1,269.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
17507,FISSA,7,27-08-2012 20:00,20-09-2012 10:05,06-09-2012 08:53,2,198,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
17508,VICTE,1,16-03-2020 14:20,27-03-2020 15:00,19-03-2020 02:44,2,135,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
17509,LONEP,9,05-12-2013 22:16,03-01-2014 22:48,10-12-2013 15:14,1,126.25,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
17510,CACTU,3,14-10-2012 03:29,07-11-2012 14:49,17-10-2012 11:18,1,64.5,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
17511,FURIB,9,14-01-2013 23:38,29-01-2013 09:27,16-01-2013 05:35,1,160.25,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
17512,FRANR,6,18-05-2022 20:47,03-07-2022 02:13,19-05-2022 11:15,2,490.5,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
17513,KOENE,6,17-03-2016 05:14,18-04-2016 09:05,01-04-2016 10:23,1,523.25,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
17514,KOENE,5,06-07-2016 10:21,22-07-2016 17:33,22-07-2016 13:08,2,48.75,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
17515,FISSA,8,24-05-2021 07:40,13-06-2021 08:48,07-06-2021 19:09,2,251.75,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
17516,RANCH,1,11-11-2012 13:28,25-12-2012 06:41,12-11-2012 10:14,3,498.75,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
17517,AROUT,9,06-01-2017 02:05,17-01-2017 18:44,11-01-2017 23:17,1,17.5,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
17518,CONSH,1,26-11-2021 09:30,10-12-2021 01:58,30-11-2021 05:19,2,222.75,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
17519,OCEAN,9,12-10-2015 19:36,26-10-2015 14:56,16-10-2015 14:30,2,122.5,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
17520,MAISD,9,30-11-2015 05:26,09-12-2015 22:08,30-11-2015 22:30,3,450,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
17521,OTTIK,4,19-07-2023 05:20,15-08-2023 03:28,19-07-2023 09:09,3,384.75,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
17522,LETSS,1,16-01-2018 00:05,05-02-2018 03:09,20-01-2018 11:39,1,186.25,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
17523,QUICK,3,11-10-2020 23:23,14-10-2020 20:03,16-10-2020 02:16,3,436.75,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
17524,RANCH,5,12-12-2021 18:32,30-12-2021 07:17,19-12-2021 05:45,1,334.5,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
17525,PERIC,4,17-01-2016 04:05,03-02-2016 00:04,17-01-2016 15:30,2,528.25,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
17526,HUNGO,6,28-11-2020 20:23,29-12-2020 23:18,03-12-2020 19:04,1,445.75,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
17527,WHITC,7,25-02-2020 06:40,11-03-2020 13:17,15-03-2020 01:54,1,209.5,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
17528,WARTH,9,13-04-2020 17:20,09-05-2020 04:10,28-04-2020 04:37,3,138.5,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
17529,GROSR,4,07-03-2016 23:12,12-03-2016 22:02,10-03-2016 16:15,3,30.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
17530,FOLIG,6,10-03-2019 10:17,02-04-2019 01:56,20-03-2019 03:08,3,359.5,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
17531,WILMK,5,14-06-2021 20:42,29-06-2021 16:57,30-06-2021 20:59,2,423,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
17532,PICCO,6,02-11-2015 08:25,10-11-2015 17:01,04-11-2015 07:43,1,465.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
17533,THEBI,3,22-03-2015 22:04,29-03-2015 16:03,24-03-2015 23:36,2,251.5,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
17534,LAMAI,6,11-09-2022 20:47,20-10-2022 21:00,12-09-2022 05:34,3,254.75,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
17535,FRANK,2,28-01-2015 15:22,21-02-2015 23:30,09-02-2015 00:56,2,136.5,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
17536,BERGS,6,26-09-2019 08:57,06-11-2019 18:29,01-10-2019 19:19,3,193,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
17537,LAZYK,1,05-12-2012 23:46,27-12-2012 04:30,24-12-2012 07:49,1,288.75,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
17538,GODOS,9,24-02-2023 08:23,20-03-2023 10:43,27-02-2023 14:00,3,177.5,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
17539,EASTC,6,02-09-2023 10:16,09-09-2023 14:45,03-09-2023 03:35,2,323.5,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
17540,PRINI,8,16-12-2019 18:27,10-01-2020 23:34,27-12-2019 01:46,1,545.5,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
17541,ANTON,7,18-10-2023 20:03,09-11-2023 15:51,10-11-2023 18:59,1,349.75,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
17542,LAUGB,5,11-08-2016 19:26,23-08-2016 12:43,07-09-2016 05:45,3,138.25,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
17543,VALON,3,14-12-2015 05:02,19-12-2015 18:25,03-01-2016 11:44,3,54,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
17544,ALFKI,4,18-06-2021 08:01,24-06-2021 23:14,18-06-2021 15:21,1,102.5,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
17545,PERIC,6,07-07-2018 17:25,12-07-2018 16:55,13-07-2018 06:31,3,443.75,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
17546,RANCH,8,29-05-2022 04:47,30-05-2022 05:12,31-05-2022 17:34,1,329.25,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
17547,QUEDE,3,18-12-2020 06:07,23-01-2021 15:34,05-01-2021 17:55,1,214.25,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
17548,HUNGO,9,08-05-2013 16:27,09-06-2013 12:15,09-05-2013 00:22,1,278.5,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
17549,PERIC,4,04-08-2019 10:09,21-08-2019 22:30,14-08-2019 16:53,2,367.75,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
17550,GODOS,8,02-10-2022 02:44,03-11-2022 17:09,02-10-2022 06:34,2,357.5,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
17551,LONEP,2,09-01-2021 05:11,11-01-2021 03:47,09-01-2021 11:00,1,273.75,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
17552,HUNGC,3,15-04-2022 12:52,17-05-2022 00:25,24-04-2022 02:34,2,464.75,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
17553,GOURL,2,24-04-2013 14:08,27-04-2013 20:31,25-04-2013 07:23,1,355.5,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
17554,SIMOB,1,01-10-2013 08:58,22-10-2013 14:59,08-10-2013 10:52,2,180.5,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
17555,FISSA,2,14-12-2020 01:44,23-01-2021 10:43,14-12-2020 09:24,3,349.5,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
17556,ANATR,2,01-08-2013 21:07,24-09-2013 14:46,08-08-2013 10:34,2,229.75,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
17557,HANAR,2,23-08-2020 22:03,03-09-2020 08:17,25-08-2020 03:49,1,86.25,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
17558,DRACD,6,28-03-2017 20:32,13-04-2017 12:04,04-04-2017 07:10,3,157.5,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
17559,WHITC,8,31-08-2012 13:40,08-10-2012 20:23,10-09-2012 14:34,3,210.5,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
17560,ALFKI,2,31-07-2015 01:03,01-08-2015 12:22,31-07-2015 22:49,1,232.75,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
17561,MAGAA,3,18-01-2016 17:28,12-02-2016 11:34,20-01-2016 01:37,2,370.25,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
17562,VALON,2,30-11-2021 23:54,15-12-2021 13:15,11-12-2021 04:07,2,310.75,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
17563,WANDK,7,24-05-2021 18:21,19-06-2021 12:13,06-06-2021 19:18,2,254.75,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
17564,RANCH,1,06-06-2019 05:06,27-06-2019 05:59,17-06-2019 07:30,1,394.5,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
17565,HUNGC,1,12-12-2021 00:28,17-01-2022 21:12,15-12-2021 11:57,3,433.5,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
17566,SIMOB,7,20-07-2021 20:06,07-08-2021 14:29,24-07-2021 08:37,2,117.5,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
17567,SIMOB,3,29-06-2014 17:00,24-07-2014 11:22,05-07-2014 13:37,1,180.75,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
17568,LETSS,5,24-10-2015 18:49,08-11-2015 01:46,10-11-2015 09:13,2,496.75,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
17569,TOMSP,8,14-02-2015 15:52,18-02-2015 07:54,21-02-2015 02:13,1,461.25,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
17570,Val2 ,7,16-03-2019 01:53,22-03-2019 03:08,16-03-2019 03:59,1,52.75,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
17571,EASTC,7,15-08-2018 17:05,01-10-2018 17:58,28-08-2018 05:26,2,332.75,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
17572,GODOS,1,21-04-2021 08:26,26-04-2021 22:32,24-04-2021 09:02,3,303,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
17573,LEHMS,6,07-03-2016 22:59,07-04-2016 12:21,08-03-2016 04:54,2,133.5,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
17574,SUPRD,1,18-06-2021 16:49,20-06-2021 19:43,26-06-2021 22:13,3,265.25,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
17575,ISLAT,9,23-02-2019 08:30,20-03-2019 23:03,25-02-2019 13:49,1,203.75,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
17576,WARTH,4,31-05-2023 04:35,24-06-2023 19:55,11-06-2023 02:24,2,40,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
17577,WANDK,3,16-05-2018 03:44,06-06-2018 15:09,18-05-2018 01:54,1,215.75,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
17578,LETSS,1,03-09-2017 12:57,20-09-2017 12:02,04-09-2017 14:37,2,109,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
17579,FOLIG,2,20-02-2013 01:19,10-03-2013 04:43,21-02-2013 10:55,3,463.5,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
17580,WELLI,9,05-01-2013 08:40,08-01-2013 18:31,05-01-2013 15:27,3,144.75,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
17581,RICSU,8,28-02-2023 00:51,10-03-2023 09:23,08-03-2023 10:58,2,346,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
17582,TOMSP,8,21-09-2022 00:51,27-10-2022 01:10,02-10-2022 00:29,3,362.75,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
17583,DRACD,1,12-05-2022 05:35,23-06-2022 19:49,21-05-2022 21:19,2,291.5,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
17584,COMMI,5,09-11-2015 06:13,25-11-2015 17:49,13-11-2015 12:43,1,234,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
17585,VINET,1,02-05-2017 20:46,12-05-2017 08:27,15-05-2017 21:32,3,250.25,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
17586,HANAR,3,07-12-2013 17:28,22-01-2014 15:21,12-12-2013 14:00,1,224.75,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
17587,LILAS,9,04-08-2023 05:19,18-08-2023 22:11,15-08-2023 13:44,1,113.75,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
17588,TRADH,8,23-09-2021 15:59,18-10-2021 23:19,26-09-2021 20:56,1,187.75,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
17589,SPECD,8,03-02-2022 01:54,07-02-2022 01:36,21-02-2022 19:21,3,41.25,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
17590,GOURL,8,18-03-2018 13:44,21-04-2018 02:07,26-03-2018 00:06,2,504,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
17591,BLAUS,5,28-02-2021 23:24,16-03-2021 20:54,02-03-2021 13:16,1,382,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
17592,GROSR,3,23-07-2012 04:05,08-08-2012 19:34,09-08-2012 09:19,2,508.25,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
